INST,OUTPUT
Le joueur doit se rappeler des tables d'addition (MD) et résoudre des énigmes mathématiques qui nécessitent l'addition de nombres pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant une énigme mathématique à résoudre. Pour ouvrir ces portes et progresser dans le jeu, le joueur doit se rappeler des tables d'addition et calculer rapidement la somme des nombres proposés. Chaque bonne réponse le rapproche un peu plus de la sortie, tandis que chaque erreur le fait reculer dans sa quête.
MC2 : Au cœur d'un labyrinthe complexe, le joueur découvre des pierres précieuses étincelantes, mais pour les atteindre, il doit d'abord résoudre des énigmes mathématiques basées sur l'addition. En se concentrant sur ses connaissances des tables d'addition, le joueur peut débloquer des chemins secrets et accéder à des trésors cachés. Chaque calcul réussi le rapproche un peu plus de la sortie du labyrinthe, tandis que chaque erreur le fait tourner en rond.
MC3 : Sur une île mystérieuse, le joueur rencontre un gardien énigmatique qui lui propose un défi mathématique. Pour obtenir la clé qui ouvrira la porte vers de nouveaux horizons, le joueur doit résoudre une série d'énigmes d'addition. En utilisant ses connaissances des tables d'addition, il peut débloquer des indices cruciaux et avancer dans sa quête. Chaque calcul réussi le rapproche un peu plus de la résolution du mystère de l'île, tandis que chaque erreur le retient prisonnier de ses énigmes."
Le joueur doit mémoriser les tables de multiplication et résoudre des défis mathématiques en donnant le résultat correct (MD) pour avancer dans le jeu.,"MC1 : Le joueur se retrouve face à une énigme complexe, où des chiffres sont disposés de manière aléatoire sur un mur. Pour progresser, il doit identifier les chiffres correspondant à une multiplication par 6 et les additionner pour obtenir un code secret. En utilisant sa connaissance des tables de multiplication, le joueur pourra résoudre cette énigme et débloquer un passage secret vers une nouvelle zone du jeu.

MC2 : Le joueur se trouve devant un coffre-fort verrouillé, dont le code d'accès est basé sur des opérations mathématiques. Pour ouvrir le coffre et obtenir un trésor caché, le joueur doit résoudre une série de multiplications en utilisant les tables de multiplication. Chaque réponse correcte le rapproche un peu plus de la combinaison gagnante, tandis que les erreurs le font reculer dans sa quête de richesse.

MC3 : Le joueur est confronté à un labyrinthe complexe, où chaque intersection est marquée d'un calcul mathématique à résoudre. En utilisant ses connaissances des tables de multiplication, le joueur doit choisir le bon chemin à chaque croisement en trouvant la réponse correcte. Chaque erreur le mène vers une impasse, tandis que chaque bonne réponse le rapproche de la sortie du labyrinthe et de la victoire."
Le joueur doit associer chaque animal à son cri correspondant en un temps limité (MD) et obtenir un indice en résolvant un mini-jeu de puzzle pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve dans une forêt enchantée où les animaux parlent et demandent de l'aide. Chaque animal émet un cri particulier, mais seul le joueur peut les comprendre. Pour progresser, il doit associer chaque cri à l'animal correspondant en un temps limité. S'il réussit, les animaux lui révèleront un indice précieux pour résoudre le mini-jeu de puzzle qui bloque son chemin. En cas d'échec, les animaux resteront muets et le joueur devra trouver une autre solution pour avancer dans sa quête.

MC2 : Le joueur se retrouve dans un zoo magique où les animaux ont perdu leur voix. Pour les aider à retrouver leur cri, le joueur doit associer chaque animal à son cri correspondant en un temps limité. Une fois cette tâche accomplie, un mystérieux coffre apparaît, renfermant un mini-jeu de puzzle complexe. En résolvant ce puzzle, le joueur obtiendra un indice crucial pour avancer dans le jeu et découvrir de nouveaux défis passionnants. En revanche, en cas d'échec, le coffre restera fermé et le joueur devra redoubler d'efforts pour trouver la solution.

MC3 : Le joueur se retrouve dans un monde fantastique où les animaux sont les gardiens des connaissances anciennes. Pour obtenir leur aide, le joueur doit associer chaque animal à son cri correspondant en un temps limité. Une fois cette épreuve réussie, les animaux lui confient un mini-jeu de puzzle magique qui bloque l'accès à un passage secret. En résolvant ce puzzle, le joueur débloque le passage et peut continuer son aventure, enrichi de nouvelles connaissances et prêt à affronter de nouveaux défis. En cas d'échec, le joueur devra chercher d'autres moyens pour percer les mystères de ce monde énigmatique."
Le joueur doit écrire le nom des couleurs (MD) en surmontant un défi qui consiste à associer chaque couleur à sa traduction dans une langue étrangère (MS).,"MC1 : Le joueur se retrouve dans un labyrinthe coloré où chaque chemin est marqué par une couleur différente. Pour avancer, il doit associer chaque couleur à sa traduction dans une langue étrangère. Par exemple, le rouge correspond à ""red"" en anglais. En cas de bonne réponse, le joueur peut continuer sa progression à travers le labyrinthe. En revanche, s'il se trompe, il risque de se retrouver face à un cul-de-sac, retardant ainsi sa quête.
MC2 : Le joueur se trouve devant un coffre mystérieux protégé par un sortilège. Pour ouvrir ce coffre et découvrir son contenu, le joueur doit associer chaque couleur à sa traduction dans une langue étrangère. Chaque bonne réponse rapproche le joueur de la résolution de l'énigme et lui permet d'avancer dans sa quête. En revanche, une mauvaise réponse renforce le sortilège, rendant le coffre encore plus difficile à ouvrir.
MC3 : Le joueur est confronté à un tableau magique où des couleurs se transforment en mots étranges. Pour déchiffrer ce mystère, le joueur doit associer chaque couleur à sa traduction dans une langue étrangère. Chaque bonne réponse dévoile un indice précieux pour la suite de l'aventure, tandis qu'une erreur pourrait le conduire à une impasse, l'empêchant de progresser dans sa quête."
Le joueur doit associer le nom des animaux à leur image correspondante (MD) en résolvant des énigmes basées sur les caractéristiques des animaux (MS).,"MC1 : Le joueur se retrouve dans une forêt enchantée où des animaux mystérieux se cachent derrière les arbres. Pour avancer, il doit associer le nom des animaux à leur image correspondante en résolvant des énigmes basées sur leurs caractéristiques. Par exemple, il pourrait devoir identifier l'animal qui se déplace le plus rapidement ou celui qui possède des rayures noires et blanches. Chaque bonne réponse le rapproche de la sortie de la forêt, tandis que chaque erreur le fait reculer dans le dédale des arbres.
MC2 : Le joueur se trouve face à un mur de glace où sont figées des images d'animaux. Pour progresser, il doit déchiffrer les énigmes cachées derrière chaque image et associer correctement le nom des animaux à leur représentation visuelle. Par exemple, il pourrait être confronté à une image d'un animal aquatique et devoir deviner s'il s'agit d'un dauphin, d'une baleine ou d'un requin. Chaque bonne réponse fait fondre un peu plus la glace, lui permettant de continuer son chemin vers de nouvelles aventures.
MC3 : Le joueur se retrouve dans un zoo magique où les animaux ont le pouvoir de changer d'apparence. Pour avancer, il doit observer attentivement les transformations des animaux et associer le nom de chaque animal à sa nouvelle forme. Par exemple, il pourrait voir un lion se métamorphoser en un oiseau coloré et devoir deviner quel animal se cache derrière cette transformation. Chaque bonne réponse lui ouvre une nouvelle porte vers un nouvel enclos, tandis que chaque erreur le ramène au point de départ, l'obligeant à recommencer sa quête."
Le joueur doit conjuguer des verbes au présent (MD) en complétant des phrases avec la forme verbale correcte (MS).,"MC1 : Le joueur se retrouve dans un labyrinthe rempli de portes verrouillées, chacune affichant une phrase incomplète nécessitant la conjugaison d'un verbe au présent. Pour avancer, le joueur doit compléter correctement chaque phrase en choisissant la forme verbale adéquate. Chaque réponse juste le rapproche de la sortie, tandis qu'une erreur le ramène à son point de départ, l'obligeant à reprendre sa quête depuis le début.
MC2 : Une énigme se présente au joueur sous la forme d'un coffre-fort verrouillé, dont le code d'accès est composé de verbes à conjuguer au présent. Pour ouvrir le coffre et découvrir son précieux contenu, le joueur doit résoudre correctement chaque conjugaison demandée. Chaque réponse correcte le rapproche de la récompense tant convoitée, mais une erreur le maintient dans le mystère, l'empêchant d'accéder à ce qui se cache à l'intérieur.
MC3 : Le joueur se trouve face à un mur magique qui ne s'ouvrira que s'il parvient à conjuguer correctement un ensemble de verbes au présent. Chaque verbe correctement conjugué active une partie du mécanisme qui permettra au mur de s'effacer et de révéler un passage secret. En revanche, une erreur dans la conjugaison des verbes retardera l'avancée du joueur, le laissant face à un obstacle infranchissable jusqu'à ce qu'il trouve la bonne réponse."
Le joueur doit résoudre des additions de niveau CE1 pour avancer dans le jeu.,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant une addition à résoudre pour pouvoir les ouvrir. En utilisant ses compétences en calcul mental de niveau CE1, le joueur doit trouver la bonne réponse pour progresser dans sa quête. Chaque porte franchie lui permettra d'accéder à de nouveaux défis et énigmes à résoudre.
MC2 : Sur son chemin, le joueur rencontre un personnage mystérieux qui lui propose un défi mathématique. En utilisant ses connaissances en additions de niveau CE1, le joueur doit résoudre une série de calculs pour débloquer des indices cruciaux pour la suite de l'aventure. Chaque bonne réponse le rapproche un peu plus de la résolution du mystère qui l'entoure.
MC3 : Le joueur se retrouve face à un labyrinthe complexe, où chaque intersection est marquée par une équation d'addition à résoudre. En utilisant ses compétences en calcul de niveau CE1, le joueur doit choisir le bon chemin à chaque croisement en trouvant la réponse correcte. Chaque erreur le ramène à son point de départ, l'obligeant à recommencer jusqu'à ce qu'il parvienne à naviguer à travers le labyrinthe avec succès."
Le joueur doit reconnaître et nommer les consonnes difficiles dans un mini-jeu de reconnaissance de lettres (MD) et résoudre des énigmes basées sur ces consonnes pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve dans une forêt mystérieuse où des arbres géants portent des inscriptions étranges. Pour avancer, il doit identifier les consonnes difficiles cachées parmi ces inscriptions. Une fois qu'il les a toutes trouvées, il pourra déchiffrer un message secret qui lui indiquera le chemin à suivre pour progresser dans sa quête.
MC2 : Le joueur se trouve face à un coffre verrouillé, orné de symboles énigmatiques représentant des consonnes difficiles. Pour ouvrir le coffre et obtenir le trésor qu'il renferme, le joueur doit résoudre des énigmes basées sur ces consonnes. Chaque énigme réussie le rapproche un peu plus de la clé qui lui permettra d'ouvrir le coffre et de continuer son aventure.
MC3 : Le joueur est confronté à un labyrinthe complexe où chaque intersection est marquée d'une consonne difficile. Pour trouver la sortie et échapper au labyrinthe, le joueur doit résoudre des énigmes basées sur ces consonnes. Chaque énigme résolue lui permet de prendre la bonne direction et de s'approcher un peu plus de la sortie. Une erreur le ramènerait à son point de départ, l'obligeant à recommencer sa recherche."
Le joueur doit reconnaître et ordonner les lettres de l'alphabet en français (MD) et résoudre des énigmes où il doit associer chaque lettre à son numéro dans l'alphabet (MS).,"MC1 : Le joueur se retrouve face à une série de coffres verrouillés, chacun portant une lettre de l'alphabet. Pour ouvrir ces coffres et découvrir les trésors cachés à l'intérieur, le joueur doit associer chaque lettre à son numéro correspondant dans l'alphabet. En résolvant correctement ces énigmes, il pourra récupérer des objets utiles pour la suite de son aventure. En cas d'erreur, les coffres resteront fermés et le joueur devra trouver la bonne correspondance pour avancer.

MC2 : Le joueur se trouve devant un mur orné de symboles mystérieux, représentant chaque lettre de l'alphabet. Pour déverrouiller le passage secret dissimulé derrière ce mur, le joueur doit décoder les symboles en les associant à leur position dans l'alphabet. En réussissant cette épreuve, il pourra accéder à de précieuses informations ou objets cachés. En revanche, en cas d'erreur, le mur restera infranchissable et le joueur devra recommencer jusqu'à ce qu'il trouve la bonne correspondance.

MC3 : Le joueur est confronté à un énigme complexe, où des lettres de l'alphabet sont mélangées dans un puzzle géant. Pour résoudre ce puzzle et révéler le message secret qu'il renferme, le joueur doit reconnaître et ordonner correctement les lettres dans l'ordre alphabétique. Chaque fois qu'il place une lettre au bon endroit, une partie du message se dévoile, le rapprochant un peu plus de la solution finale. En cas d'erreur, le puzzle restera incomplet et le joueur devra persévérer pour reconstituer l'alphabet dans le bon ordre."
Le joueur doit associer chaque objet à sa couleur correspondante en surmontant des défis de mémoire visuelle (MD) et de rapidité de réflexion (MS).,"MC1 : Le joueur se retrouve dans une pièce remplie d'objets de différentes couleurs. Un chronomètre commence à compter et le joueur doit associer chaque objet à sa couleur correspondante le plus rapidement possible. Chaque bonne réponse lui rapporte des points, mais s'il se trompe, il perd du temps précieux. Le défi consiste à faire correspondre toutes les paires avant la fin du temps imparti pour pouvoir avancer dans le jeu.
MC2 : Le joueur est confronté à un puzzle complexe composé d'objets de couleurs variées. Pour résoudre ce puzzle, il doit associer chaque objet à sa couleur correspondante en un minimum de mouvements. Chaque mouvement incorrect lui fait perdre des points, tandis qu'une résolution rapide lui permet de gagner des bonus. Le défi réside dans la capacité du joueur à mémoriser les associations et à agir rapidement pour terminer le puzzle avec succès.
MC3 : Le joueur se trouve devant un tableau rempli d'objets de différentes couleurs, mais certains sont cachés derrière des cases verrouillées. Pour déverrouiller ces cases, le joueur doit associer chaque objet à sa couleur correspondante en résolvant des énigmes visuelles. Chaque énigme réussie lui permet d'ouvrir une case et de découvrir un nouvel objet. Le défi consiste à mémoriser les associations tout en résolvant les énigmes le plus rapidement possible pour débloquer tous les objets et progresser dans le jeu."
Le joueur doit apprendre les chiffres de 0 à 10 en associant chaque chiffre à son équivalent numérique et en les plaçant dans l'ordre croissant (MD) en résolvant des énigmes mathématiques qui lui permettront de progresser dans le jeu (MS).,"MC1 : Le joueur se retrouve face à une série de coffres verrouillés, chacun affichant un chiffre de 0 à 10 en lettres. Pour ouvrir ces coffres et découvrir les trésors cachés à l'intérieur, le joueur doit associer chaque chiffre à son équivalent numérique. En résolvant ces énigmes mathématiques, il pourra progresser dans le jeu et obtenir des récompenses précieuses. 
MC2 : Le joueur se trouve devant un mur de symboles mystérieux, représentant les chiffres de 0 à 10 dans un ordre aléatoire. Pour déverrouiller le passage secret qui mène à la prochaine étape du jeu, le joueur doit reconstituer la séquence des chiffres dans l'ordre croissant. En résolvant cette énigme mathématique, il pourra avancer et découvrir de nouveaux défis passionnants. 
MC3 : Le joueur est confronté à un labyrinthe complexe, où chaque intersection affiche un chiffre de 0 à 10. Pour trouver la sortie et échapper aux dangers qui rôdent dans les couloirs sombres, le joueur doit utiliser ses connaissances des chiffres et les placer dans l'ordre croissant. En résolvant ces énigmes mathématiques, il pourra progresser dans le labyrinthe et atteindre la liberté tant convoitée."
Le joueur doit identifier les parties du corps humain (MD) en associant chaque partie à son nom correspondant dans un jeu de memory (MS).,"MC1 : Le joueur se retrouve dans une salle remplie de cartes représentant différentes parties du corps humain. Pour avancer, il doit retourner deux cartes à la fois et les associer correctement en trouvant le nom correspondant à chaque partie. S'il réussit, il gagne des points et peut continuer à jouer. En cas d'erreur, les cartes se retournent à nouveau et le joueur doit essayer de mémoriser leur emplacement pour les retrouver plus tard.

MC2 : Le joueur se trouve devant un puzzle géant représentant le corps humain, mais les pièces sont mélangées. Pour reconstituer l'image, le joueur doit associer chaque partie du corps à son nom en les plaçant correctement. Chaque fois qu'une pièce est bien positionnée, une nouvelle partie du puzzle se dévoile, le rapprochant un peu plus de la résolution complète. En cas d'erreur, le joueur doit recommencer et faire preuve de patience et de concentration pour réussir.

MC3 : Le joueur est confronté à un jeu de memory spécial, où chaque carte représente une partie du corps humain et son nom correspondant. Pour remporter la partie, le joueur doit retourner les cartes deux par deux et les associer correctement. Chaque paire correcte lui permet de progresser dans le jeu, mais une erreur l'oblige à recommencer depuis le début. Le défi réside dans la capacité du joueur à mémoriser l'emplacement des différentes parties du corps et à les associer rapidement et précisément."
Le joueur doit se rappeler des tables d'addition (MD) et résoudre des énigmes mathématiques qui nécessitent l'addition de deux nombres pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant une énigme mathématique à résoudre. Pour ouvrir ces portes et progresser dans le jeu, le joueur doit se rappeler des tables d'addition et calculer rapidement la somme des deux nombres mystérieux inscrits sur chaque porte. En cas de réponse correcte, la porte s'ouvre et le joueur peut continuer son exploration. En revanche, en cas d'erreur, la porte reste fermée, obligeant le joueur à trouver la bonne réponse pour avancer.

MC2 : Le joueur se trouve face à un coffre-fort verrouillé, dont le code d'accès est basé sur des énigmes mathématiques. Pour ouvrir ce coffre-fort et obtenir des récompenses précieuses, le joueur doit se rappeler des tables d'addition et résoudre les calculs demandés. Par exemple, le code pourrait être la somme de deux nombres spécifiques. Si le joueur parvient à trouver la bonne réponse, le coffre s'ouvre et il peut récupérer son butin. En cas d'erreur, le coffre reste fermé, incitant le joueur à réfléchir et à utiliser ses connaissances mathématiques pour débloquer le coffre.

MC3 : Le joueur se retrouve confronté à un labyrinthe complexe, où chaque intersection affiche une énigme mathématique à résoudre pour choisir la bonne direction. Pour naviguer à travers ce labyrinthe et atteindre la sortie, le joueur doit se rappeler des tables d'addition et calculer la somme des nombres indiqués à chaque intersection. En choisissant la bonne réponse, le joueur avance dans le labyrinthe et se rapproche de la sortie. En cas d'erreur, le joueur risque de se perdre davantage et de devoir retrouver le bon chemin en résolvant d'autres énigmes mathématiques."
Le joueur doit mémoriser les tables de multiplication et résoudre des énigmes mathématiques basées sur ces tables pour progresser dans le jeu.,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant un calcul de multiplication différent basé sur les tables de multiplication. Pour avancer, le joueur doit résoudre correctement chaque énigme mathématique et trouver la clé qui ouvrira la porte suivante. Chaque porte franchie lui permettra de découvrir de nouveaux défis et récompenses.
MC2 : Le joueur se trouve dans un labyrinthe complexe où chaque intersection est marquée par un calcul de multiplication. Pour trouver le bon chemin et éviter les pièges, le joueur doit résoudre correctement chaque énigme mathématique basée sur les tables de multiplication. En cas d'erreur, il risque de se retrouver face à des obstacles supplémentaires ou de devoir rebrousser chemin.
MC3 : Le joueur est confronté à un coffre-fort mystérieux qui ne s'ouvrira que si le bon code est entré. Ce code est en réalité un calcul de multiplication basé sur les tables de multiplication. Le joueur doit utiliser ses connaissances mathématiques pour trouver la bonne réponse et débloquer le trésor caché à l'intérieur du coffre-fort. Une mauvaise réponse pourrait déclencher un mécanisme de sécurité et compliquer la tâche du joueur."
Le joueur doit associer chaque animal à son nom en surmontant un défi de correspondance entre les images et les noms d'animaux (MD) pour progresser dans le jeu (MS).,"MC1 : Le joueur se retrouve dans une forêt enchantée où des animaux magiques se cachent parmi les arbres. Chaque animal est associé à un nom mystérieux inscrit sur une pancarte. Pour avancer, le joueur doit faire correspondre chaque animal à son nom en utilisant sa mémoire et ses connaissances sur les différentes espèces. S'il parvient à trouver les bonnes associations, il débloquera un passage secret menant à de précieux trésors. En revanche, s'il se trompe, il risque de se perdre dans la forêt et de devoir recommencer sa quête depuis le début.

MC2 : Le joueur arrive dans un zoo fantastique où les animaux parlent et interagissent avec les visiteurs. Cependant, un mystérieux sortilège a mélangé les noms des animaux, les rendant méconnaissables. Pour lever le sort et rétablir l'ordre, le joueur doit associer chaque animal à son nom correct en observant attentivement les comportements et les caractéristiques de chaque créature. En cas de succès, les animaux retrouveront leur véritable identité et offriront au joueur des indices précieux pour avancer dans sa quête. En cas d'échec, le joueur risque de perturber l'harmonie du zoo et de devoir affronter les conséquences de ses erreurs.

MC3 : Le joueur se retrouve sur une île mystérieuse habitée par des animaux légendaires aux noms oubliés. Pour percer le secret de l'île et découvrir ses trésors cachés, le joueur doit associer chaque animal à son nom en résolvant des énigmes complexes et en observant attentivement les indices disséminés sur l'île. Chaque bonne réponse le rapproche un peu plus de la vérité et lui permet de débloquer de nouvelles zones à explorer. Cependant, une mauvaise association pourrait le conduire à des rencontres dangereuses avec les habitants de l'île et compromettre sa mission de découverte et d'aventure."
Le joueur doit écrire le nom des couleurs (MD) en surmontant un défi qui consiste à associer chaque couleur à sa traduction dans une langue étrangère (MS).,"MC1 : Le joueur se retrouve dans un labyrinthe coloré où chaque chemin est marqué par une couleur différente. Pour avancer, il doit associer chaque couleur à sa traduction dans une langue étrangère. Par exemple, le rouge correspond à ""red"" en anglais. En cas de bonne réponse, le joueur peut continuer sa progression à travers le labyrinthe. En revanche, s'il se trompe, il risque de se retrouver face à un cul-de-sac, l'obligeant à revenir sur ses pas pour trouver la bonne association.

MC2 : Le joueur se trouve devant un coffre mystérieux protégé par un sortilège. Pour ouvrir ce coffre et découvrir son contenu, il doit résoudre une série d'énigmes basées sur l'association des couleurs avec leur traduction dans une langue étrangère. Chaque bonne réponse le rapproche un peu plus de la résolution de l'énigme finale qui lui permettra d'ouvrir le coffre. En cas d'erreur, le coffre se refermera et le joueur devra recommencer depuis le début.

MC3 : Le joueur est confronté à un tableau magique où des couleurs se transforment en mots étranges. Pour déchiffrer ce mystère, il doit associer chaque couleur à sa traduction dans une langue étrangère. Chaque bonne réponse dévoile un indice crucial pour résoudre l'énigme finale et progresser dans sa quête. En revanche, une mauvaise réponse pourrait déclencher un sortilège qui complique davantage la tâche du joueur, l'obligeant à redoubler d'efforts pour trouver la bonne association."
Le joueur doit associer le nom des animaux à leur image correspondante (MD) en résolvant des énigmes basées sur les caractéristiques des animaux (MS).,"MC1 : Le joueur se retrouve dans une forêt enchantée où des animaux mystérieux se cachent derrière les arbres. Pour avancer, il doit associer le nom des animaux à leur image en résolvant des énigmes basées sur leurs caractéristiques. Par exemple, il pourrait devoir deviner quel animal a des rayures noires et blanches et s'appelle zèbre. Chaque bonne réponse le rapproche de la sortie de la forêt, tandis que chaque erreur le fait reculer dans les méandres de la nature sauvage.
MC2 : Sur une île déserte, le joueur découvre une série d'empreintes laissées par différents animaux. Pour trouver son chemin vers la civilisation, il doit associer chaque empreinte à l'animal correspondant en se basant sur ses connaissances des caractéristiques des animaux. Par exemple, il pourrait devoir identifier l'empreinte d'un animal à quatre pattes et aux grandes oreilles comme étant celle d'un lapin. Chaque bonne association le rapproche de l'échappatoire, tandis que chaque mauvaise réponse le fait tourner en rond sur l'île.
MC3 : Dans un zoo abandonné, le joueur se retrouve face à des cages vides avec des noms d'animaux inscrits dessus. Pour libérer les animaux et s'échapper du zoo, il doit associer chaque nom à l'image correspondante en se basant sur les caractéristiques des animaux. Par exemple, il pourrait devoir deviner quel animal a une crinière majestueuse et s'appelle lion. Chaque bonne association le rapproche de la sortie du zoo, tandis que chaque erreur le retient prisonnier parmi les cages vides."
Le joueur doit conjuguer un verbe donné au présent (MD) en complétant des phrases avec le verbe conjugué correctement (MS).,"MC1 : Le joueur se retrouve dans une salle mystérieuse remplie de portes verrouillées. Chaque porte affiche une phrase incomplète nécessitant la conjugaison d'un verbe au présent. Pour avancer, le joueur doit compléter correctement chaque phrase en conjuguant le verbe donné. Chaque réponse correcte le rapproche de la sortie, tandis qu'une erreur le fait reculer dans le dédale de portes verrouillées.
MC2 : Le joueur se trouve face à un énigme complexe, composée de phrases incomplètes nécessitant la conjugaison de verbes au présent. Pour résoudre l'énigme et progresser, le joueur doit conjuguer correctement chaque verbe dans les phrases données. Chaque réponse juste le rapproche de la solution, mais une erreur le fait tourner en rond, incapable de déchiffrer l'énigme.
MC3 : Le joueur est confronté à un mur magique qui ne s'ouvrira que s'il parvient à conjuguer correctement un verbe au présent. Pour déverrouiller le mur et continuer son chemin, le joueur doit conjuguer le verbe donné de manière précise. Chaque conjugaison correcte rapproche le joueur de son objectif, mais une erreur le maintient prisonnier devant le mur infranchissable."
Le joueur doit résoudre des additions de niveau CE1 pour avancer dans le jeu.,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant une addition à résoudre pour pouvoir les ouvrir. En utilisant ses compétences en calcul mental de niveau CE1, le joueur doit trouver la bonne réponse pour progresser dans sa quête. Chaque porte franchie lui permettra d'accéder à de nouveaux défis et récompenses.
MC2 : Sur son chemin, le joueur rencontre un groupe d'ennemis qui bloquent son passage. Pour les vaincre et continuer son périple, il doit résoudre des additions de niveau CE1. Chaque énigme mathématique résolue lui permettra de lancer des attaques plus puissantes et de se rapprocher de la victoire.
MC3 : Le joueur arrive devant un coffre mystérieux qui renferme un trésor précieux. Cependant, pour l'ouvrir, il doit d'abord résoudre une série d'additions de niveau CE1. Chaque calcul correct lui rapproche un peu plus de la récompense tant convoitée, mais une erreur pourrait sceller à jamais le coffre et ses richesses. Le joueur doit donc faire preuve de concentration et de précision pour réussir ce défi mathématique."
Le joueur doit identifier et nommer les consonnes difficiles dans un mot donné (MD) en complétant des exercices de reconnaissance de consonnes difficiles (MS).,"MC1 : Le joueur se retrouve face à un puzzle composé de lettres, parmi lesquelles se cachent des consonnes difficiles. Pour avancer dans le jeu, il doit identifier et nommer correctement ces consonnes, en les distinguant des autres lettres. Chaque consonne correctement identifiée lui permet de débloquer une partie du puzzle, le rapprochant un peu plus de la résolution complète. En cas d'erreur, le puzzle reste incomplet et le joueur doit recommencer jusqu'à ce qu'il réussisse à reconnaître toutes les consonnes difficiles.

MC2 : Le joueur est confronté à une série de mots écrits, parmi lesquels se trouvent des consonnes difficiles à repérer. Pour progresser, il doit compléter des exercices de reconnaissance de ces consonnes, en les entourant ou en les soulignant. Chaque consonne correctement identifiée lui permet de passer à la suite des exercices, mais une erreur le renvoie au début de la série. En réussissant à reconnaître toutes les consonnes difficiles, le joueur pourra avancer dans le jeu et relever de nouveaux défis.

MC3 : Le joueur se trouve devant une énigme verbale, où des mots contiennent des consonnes difficiles à distinguer. Pour résoudre cette énigme, il doit compléter des exercices de reconnaissance de ces consonnes, en les encerclant ou en les encadrant. Chaque consonne correctement identifiée lui permet de débloquer une partie de l'énigme, le rapprochant un peu plus de la solution finale. En cas d'erreur, l'énigme reste incomplète et le joueur doit persévérer jusqu'à ce qu'il parvienne à nommer toutes les consonnes difficiles présentes dans les mots."
Le joueur doit identifier les planètes du système solaire (MD) en répondant correctement à des questions sur leur ordre de distance par rapport au soleil (MS).,"MC1 : Le joueur se retrouve dans une simulation spatiale où il doit naviguer à travers les différentes planètes du système solaire. À chaque étape, il est confronté à une question sur l'ordre de distance des planètes par rapport au soleil. S'il répond correctement, il avance vers la planète suivante. En cas d'erreur, il risque de se perdre dans l'espace infini et de devoir recommencer sa mission.

MC2 : Le joueur se trouve sur une station spatiale en orbite autour du soleil, avec des écrans affichant les différentes planètes du système solaire. Pour pouvoir activer les propulseurs et se déplacer vers la prochaine destination, le joueur doit répondre à des questions sur l'ordre de distance des planètes par rapport au soleil. Chaque bonne réponse le rapproche un peu plus de son objectif, tandis que chaque erreur le retarde dans sa progression.

MC3 : Le joueur est sur une planète inconnue, avec des panneaux solaires défectueux qui doivent être réparés pour pouvoir communiquer avec la Terre. Pour chaque panneau à réparer, le joueur doit répondre à une question sur l'ordre de distance des planètes par rapport au soleil. S'il réussit, il répare le panneau et peut avancer dans sa mission. En cas d'échec, il risque de rester bloqué sur cette planète étrangère, incapable de rentrer chez lui."
Le joueur doit associer chaque saison de l'année à une caractéristique spécifique (MD) et résoudre des énigmes basées sur les saisons pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve dans un jardin enchanté où chaque énigme est liée à une saison spécifique. Pour avancer, il doit associer correctement chaque saison de l'année à une caractéristique particulière. Par exemple, il pourrait devoir relier l'été à la chaleur, l'automne aux feuilles qui tombent, l'hiver à la neige, et le printemps aux fleurs qui éclosent. En cas de bonne réponse, le joueur débloque un passage secret qui le mène vers de nouveaux défis passionnants. En revanche, s'il se trompe, il risque de se retrouver face à des obstacles insurmontables.

MC2 : Le joueur se trouve devant un arbre magique qui porte des fruits différents selon la saison. Pour progresser, il doit résoudre des énigmes basées sur les saisons et associer chaque fruit à la saison correspondante. Par exemple, il pourrait devoir relier les cerises à l'été, les citrouilles à l'automne, les oranges à l'hiver, et les fraises au printemps. Chaque bonne réponse lui permet de récolter un fruit magique qui lui confère des pouvoirs spéciaux pour affronter les défis à venir. En cas d'erreur, le joueur risque de se retrouver affaibli et vulnérable face aux dangers qui l'attendent.

MC3 : Le joueur se retrouve dans un village mystérieux où les habitants vivent en harmonie avec les saisons. Pour être accepté par la communauté et obtenir des informations cruciales, le joueur doit résoudre des énigmes basées sur les saisons et associer chaque habitant à la saison qui lui correspond. Par exemple, il pourrait devoir relier le fermier à l'automne, la fleuriste au printemps, le pêcheur à l'été, et le bûcheron à l'hiver. Chaque bonne réponse lui permet de gagner la confiance des habitants et de découvrir des indices précieux pour avancer dans sa quête. En cas d'erreur, le joueur risque d'être rejeté par la communauté et de se retrouver seul face aux dangers qui guettent le village."
